iso2,date,date,loansPnfs_yoy,resPropPrice,cpi_yoy,fx,totalCreditPnfs2GDP,totalCreditPnfsLCY,dsrPnfs,dsrHousehold,dsrNfc,policyRate,spotRate10year,EAtermSpread,spotRate2year,bankCreditPnfs,UStermSpread,financialStressIndex,financialStressDummy,quarter
AT,1949-01,1949-01-01 00:00:00.000000000,,,20.999985,,,,,,,,,,,,,,,1949Q1
AT,1949-02,1949-02-01 00:00:00.000000000,,,19.899912,,,,,,,,,,,,,,,1949Q1
AT,1949-03,1949-03-01 00:00:00.000000000,,,16.699841,,,,,,,,,,,,,,,1949Q1
AT,1949-04,1949-04-01 00:00:00.000000000,,,17.400087,,,,,,,,,,,,,,,1949Q2
AT,1949-05,1949-05-01 00:00:00.000000000,,,17.599962,,,,,,,,,,,,,,,1949Q2
AT,1949-06,1949-06-01 00:00:00.000000000,,,40.599836,,,,,,,,,,,,,,,1949Q2
AT,1949-07,1949-07-01 00:00:00.000000000,,,42.099927,,,,,,,,,,,,,,,1949Q3
AT,1949-08,1949-08-01 00:00:00.000000000,,,40.70001,,,,,,,,,,,,,,,1949Q3
AT,1949-09,1949-09-01 00:00:00.000000000,,,44.500085,,,,,,,,,,,,,,,1949Q3
AT,1949-10,1949-10-01 00:00:00.000000000,,,23.299971,,,0.517,,,,,,,,0.371,,,,1949Q4
AT,1949-11,1949-11-01 00:00:00.000000000,,,25.899993,,,,,,,,,,,,,,,1949Q4
AT,1949-12,1949-12-01 00:00:00.000000000,,,29.399823,,,,,,,,,,,,,,,1949Q4
AT,1950-01,1950-01-01 00:00:00.000000000,,,27.700083,,,0.589,,,,,,,,0.423,,,,1950Q1
AT,1950-02,1950-02-01 00:00:00.000000000,,,25.30002,,,,,,,,,,,,,,,1950Q1
AT,1950-03,1950-03-01 00:00:00.000000000,,,24.200162,,,,,,,,,,,,,,,1950Q1
AT,1950-04,1950-04-01 00:00:00.000000000,,,22.499989,,,0.625,,,,,,,,0.448,,,,1950Q2
AT,1950-05,1950-05-01 00:00:00.000000000,,,21.199942,,,,,,,,,,,,,,,1950Q2
AT,1950-06,1950-06-01 00:00:00.000000000,,,5.100049,,,,,,,,,,,,,,,1950Q2
AT,1950-07,1950-07-01 00:00:00.000000000,,,5.200025,,,0.679,,,,,,,,0.487,,,,1950Q3
AT,1950-08,1950-08-01 00:00:00.000000000,,,4.399958,,,,,,,,,,,,,,,1950Q3
AT,1950-09,1950-09-01 00:00:00.000000000,,,4.899975,,,,,,,,,,,,,,,1950Q3
AT,1950-10,1950-10-01 00:00:00.000000000,,,10.900011,,,0.731,,,,,,,,0.525,,,,1950Q4
AT,1950-11,1950-11-01 00:00:00.000000000,,,8.500004,,,,,,,,,,,,,,,1950Q4
AT,1950-12,1950-12-01 00:00:00.000000000,,,6.800079,,,,,,,,,,,,,,,1950Q4
AT,1951-01,1951-01-01 00:00:00.000000000,,,9.999956,,,0.803,,,,,,,,0.576,,,,1951Q1
AT,1951-02,1951-02-01 00:00:00.000000000,,,13.700044,,,,,,,,,,,,,,,1951Q1
AT,1951-03,1951-03-01 00:00:00.000000000,,,18.999993,,,,,,,,,,,,,,,1951Q1
AT,1951-04,1951-04-01 00:00:00.000000000,,,19.200042,,,0.881,,,,,,,,0.632,,,,1951Q2
AT,1951-05,1951-05-01 00:00:00.000000000,,,21.100003,,,,,,,,,,,,,,,1951Q2
AT,1951-06,1951-06-01 00:00:00.000000000,,,22.300002,,,,,,,,,,,,,,,1951Q2
AT,1951-07,1951-07-01 00:00:00.000000000,,,33.699952,,,0.948,,,,,,,,0.68,,,,1951Q3
AT,1951-08,1951-08-01 00:00:00.000000000,,,42.599935,,,,,,,,,,,,,,,1951Q3
AT,1951-09,1951-09-01 00:00:00.000000000,,,38.899817,,,,,,,,,,,,,,,1951Q3
AT,1951-10,1951-10-01 00:00:00.000000000,,,35.800015,,,0.971,,,,,,,,0.696,,,,1951Q4
AT,1951-11,1951-11-01 00:00:00.000000000,,,36.099973,,,,,,,,,,,,,,,1951Q4
AT,1951-12,1951-12-01 00:00:00.000000000,,,39.099993,,,,,,,,,,,,,,,1951Q4
AT,1952-01,1952-01-01 00:00:00.000000000,,,36.300033,,,1.02,,,,,,,,0.732,,,,1952Q1
AT,1952-02,1952-02-01 00:00:00.000000000,,,34.399874,,,,,,,,,,,,,,,1952Q1
AT,1952-03,1952-03-01 00:00:00.000000000,,,29.599937,,,,,,,,,,,,,,,1952Q1
AT,1952-04,1952-04-01 00:00:00.000000000,,,28.999916,,,1.065,,,,,,,,0.764,,,,1952Q2
AT,1952-05,1952-05-01 00:00:00.000000000,,,28.899972,,,,,,,,,,,,,,,1952Q2
AT,1952-06,1952-06-01 00:00:00.000000000,,,27.999914,,,,,,,,,,,,,,,1952Q2
AT,1952-07,1952-07-01 00:00:00.000000000,,,14.099997,,,1.031,,,,,,,,0.74,,,,1952Q3
AT,1952-08,1952-08-01 00:00:00.000000000,,,7.900009,,,,,,,,,,,,,,,1952Q3
AT,1952-09,1952-09-01 00:00:00.000000000,,,8.300075,,,,,,,,,,,,,,,1952Q3
AT,1952-10,1952-10-01 00:00:00.000000000,,,4.099963,,,1.009,,,,,,,,0.724,,,,1952Q4
AT,1952-11,1952-11-01 00:00:00.000000000,,,1.800005,,,,,,,,,,,,,,,1952Q4
AT,1952-12,1952-12-01 00:00:00.000000000,,,-0.99997,,,,,,,,,,,,,,,1952Q4
AT,1953-01,1953-01-01 00:00:00.000000000,,,-2.300022,,,1.065,,,,,,,,0.764,,,,1953Q1
AT,1953-02,1953-02-01 00:00:00.000000000,,,-1.899929,,,,,,,,,,,,,,,1953Q1
AT,1953-03,1953-03-01 00:00:00.000000000,,,-3.699956,,,,,,,,,,,,,,,1953Q1
AT,1953-04,1953-04-01 00:00:00.000000000,,,-7.599997,,,1.12,,,,,,,,0.804,,,,1953Q2
AT,1953-05,1953-05-01 00:00:00.000000000,,,-8.199933,,,,,,,,,,,,,,,1953Q2
AT,1953-06,1953-06-01 00:00:00.000000000,,,-8.79993,,,,,,,,,,,,,,,1953Q2
AT,1953-07,1953-07-01 00:00:00.000000000,,,-7.899982,,,1.132,,,,,,,,0.812,,,,1953Q3
AT,1953-08,1953-08-01 00:00:00.000000000,,,-5.300015,,,,,,,,,,,,,,,1953Q3
AT,1953-09,1953-09-01 00:00:00.000000000,,,-5.600002,,,,,,,,,,,,,,,1953Q3
AT,1953-10,1953-10-01 00:00:00.000000000,,,-4.700054,,,1.184,,,,,,,,0.849,,,,1953Q4
AT,1953-11,1953-11-01 00:00:00.000000000,,,-4.10002,,,,,,,,,,,,,,,1953Q4
AT,1953-12,1953-12-01 00:00:00.000000000,,,-4.700046,,,,,,,,,,,,,,,1953Q4
AT,1954-01,1954-01-01 00:00:00.000000000,,,0.200015,,,1.248,,,,,,,,0.895,,,,1954Q1
AT,1954-02,1954-02-01 00:00:00.000000000,,,0.800014,,,,,,,,,,,,,,,1954Q1
AT,1954-03,1954-03-01 00:00:00.000000000,,,1.899924,,,,,,,,,,,,,,,1954Q1
AT,1954-04,1954-04-01 00:00:00.000000000,,,9.000031,,,1.315,,,,,,,,0.943,,,,1954Q2
AT,1954-05,1954-05-01 00:00:00.000000000,,,7.699936,,,,,,,,,,,,,,,1954Q2
AT,1954-06,1954-06-01 00:00:00.000000000,,,4.399954,,,,,,,,,,,,,,,1954Q2
AT,1954-07,1954-07-01 00:00:00.000000000,,,5.700015,,,1.42,,,,,,,,1.019,,,,1954Q3
AT,1954-08,1954-08-01 00:00:00.000000000,,,3.600031,,,,,,,,,,,,,,,1954Q3
AT,1954-09,1954-09-01 00:00:00.000000000,,,2.400058,,,,,,,,,,,,,,,1954Q3
AT,1954-10,1954-10-01 00:00:00.000000000,,,3.100075,,,1.554,,,,,,,,1.115,,,,1954Q4
AT,1954-11,1954-11-01 00:00:00.000000000,,,2.999978,,,,,,,,,,,,,,,1954Q4
AT,1954-12,1954-12-01 00:00:00.000000000,,,3.299906,,,,,,,,,,,,,,,1954Q4
AT,1955-01,1955-01-01 00:00:00.000000000,,,0.600039,,,1.693,,,,,,,,1.214,,,,1955Q1
AT,1955-02,1955-02-01 00:00:00.000000000,,,0.100058,,,,,,,,,,,,,,,1955Q1
AT,1955-03,1955-03-01 00:00:00.000000000,,,0.500001,,,,,,,,,,,,,,,1955Q1
AT,1955-04,1955-04-01 00:00:00.000000000,,,-1.599951,,,1.771,,,,,,,,1.271,,,,1955Q2
AT,1955-05,1955-05-01 00:00:00.000000000,,,-2.299987,,,,,,,,,,,,,,,1955Q2
AT,1955-06,1955-06-01 00:00:00.000000000,,,0.399954,,,,,,,,,,,,,,,1955Q2
AT,1955-07,1955-07-01 00:00:00.000000000,,,1.7,,,1.89,,,,,,,,1.356,,,,1955Q3
AT,1955-08,1955-08-01 00:00:00.000000000,,,1.99996,,,,,,,,,,,,,,,1955Q3
AT,1955-09,1955-09-01 00:00:00.000000000,,,2.699892,,,,,,,,,,,,,,,1955Q3
AT,1955-10,1955-10-01 00:00:00.000000000,,,0.99999,,,1.901,,,,,,,,1.364,,,,1955Q4
AT,1955-11,1955-11-01 00:00:00.000000000,,,1.699993,,,,,,,,,,,,,,,1955Q4
AT,1955-12,1955-12-01 00:00:00.000000000,,,2.700056,,,,,,,,,,,,,,,1955Q4
AT,1956-01,1956-01-01 00:00:00.000000000,,,1.2999,,,1.985,,,,,,,,1.424,,,,1956Q1
AT,1956-02,1956-02-01 00:00:00.000000000,,,4.899885,,,,,,,,,,,,,,,1956Q1
AT,1956-03,1956-03-01 00:00:00.000000000,,,6.600068,,,,,,,,,,,,,,,1956Q1
AT,1956-04,1956-04-01 00:00:00.000000000,,,4.399963,,,2.063,,,,,,,,1.48,,,,1956Q2
AT,1956-05,1956-05-01 00:00:00.000000000,,,3.300062,,,,,,,,,,,,,,,1956Q2
AT,1956-06,1956-06-01 00:00:00.000000000,,,3.900117,,,,,,,,,,,,,,,1956Q2
AT,1956-07,1956-07-01 00:00:00.000000000,,,2.799955,,,2.146,,,,,,,,1.539,,,,1956Q3
AT,1956-08,1956-08-01 00:00:00.000000000,,,2.800028,,,,,,,,,,,,,,,1956Q3
AT,1956-09,1956-09-01 00:00:00.000000000,,,2.000031,,,,,,,,,,,,,,,1956Q3
AT,1956-10,1956-10-01 00:00:00.000000000,,,3.199972,,,2.157,,,,,,,,1.547,,,,1956Q4
AT,1956-11,1956-11-01 00:00:00.000000000,,,3.900029,,,,,,,,,,,,,,,1956Q4
AT,1956-12,1956-12-01 00:00:00.000000000,,,2.900011,,,,,,,,,,,,,,,1956Q4
AT,1957-01,1957-01-16 00:00:00.000000000,,,5.200071,1.8930984615384614,,2.293,,,,,,,,1.645,,,,1957Q1
AT,1957-02,1957-02-14 12:00:00.000000000,,,1.200044,1.8925436666666666,,,,,,,,,,,,,,1957Q1
AT,1957-03,1957-03-16 00:00:00.000000000,,,-1.100041,1.892577576923077,,,,,,,,,,,,,,1957Q1
AT,1957-04,1957-04-15 12:00:00.000000000,,,0.199982,1.892327956521739,,2.344,,,,,,,,1.681,,,,1957Q2
AT,1957-05,1957-05-16 00:00:00.000000000,,,2.499944,1.89089816,,,,,,,,,,,,,,1957Q2
AT,1957-06,1957-06-15 12:00:00.000000000,,,0.599957,1.8897927142857145,,,,,,,,,,,,,,1957Q2
AT,1957-07,1957-07-16 00:00:00.000000000,,,3.300101,1.8898240000000002,,2.432,,,,,,,,1.745,,,,1957Q3
AT,1957-08,1957-08-16 00:00:00.000000000,,,3.800058,1.8898359999999998,,,,,,,,,,,,,,1957Q3
AT,1957-09,1957-09-15 12:00:00.000000000,,,4.50004,1.8911023599999999,,,,,,,,,,,,,,1957Q3
AT,1957-10,1957-10-16 00:00:00.000000000,,,2.900038,1.8897934444444444,,2.488,,,,,,,,1.785,,,,1957Q4
AT,1957-11,1957-11-15 12:00:00.000000000,,,1.199993,1.89023344,,,,,,,,,,,,,,1957Q4
AT,1957-12,1957-12-16 00:00:00.000000000,,,2.300009,1.8906467826086957,,,,,,,,,,,,,,1957Q4
AT,1958-01,1958-01-16 00:00:00.000000000,,,1.099963,1.8905641153846153,,2.616,,,,,,,,1.876,,,,1958Q1
AT,1958-02,1958-02-14 12:00:00.000000000,,,2.799948,1.8904760833333334,,,,,,,,,,,,,,1958Q1
AT,1958-03,1958-03-16 00:00:00.000000000,,,5.100007,1.890515923076923,,,,,,,,,,,,,,1958Q1
AT,1958-04,1958-04-15 12:00:00.000000000,,,5.599959,1.8897270434782607,,2.707,,,,,,,,1.942,,,,1958Q2
AT,1958-05,1958-05-16 00:00:00.000000000,,,4.400039,1.8861229130434785,,,,,,,,,,,,,,1958Q2
AT,1958-06,1958-06-15 12:00:00.000000000,,,6.500004,1.885382956521739,,,,,,,,,,,,,,1958Q2
AT,1958-07,1958-07-16 00:00:00.000000000,,,1.099921,1.8847451481481483,,2.733,,,,,,,,1.96,,,,1958Q3
AT,1958-08,1958-08-16 00:00:00.000000000,,,-0.700041,1.8840782692307694,,,,,,,,,,,,,,1958Q3
AT,1958-09,1958-09-15 12:00:00.000000000,,,0.400019,1.884778576923077,,,,,,,,,,,,,,1958Q3
AT,1958-10,1958-10-16 00:00:00.000000000,,,-0.500005,1.883411814814815,,2.78,,,,,,,,1.994,,,,1958Q4
AT,1958-11,1958-11-15 12:00:00.000000000,,,0.500014,1.8828680869565217,,,,,,,,,,,,,,1958Q4
AT,1958-12,1958-12-16 00:00:00.000000000,,,1.599983,1.882389875,,,,,,,,,,,,,,1958Q4
AT,1959-01,1959-01-16 00:00:00.000000000,,,-0.39993,1.88445792,,2.843,,,,,,,,2.039,,,,1959Q1
AT,1959-02,1959-02-14 12:00:00.000000000,,,-0.499973,1.8838109130434784,,,,,,,,,,,,,,1959Q1
AT,1959-03,1959-03-16 00:00:00.000000000,,,-0.400027,1.8826020909090908,,,,,,,,,,,,,,1959Q1
AT,1959-04,1959-04-15 12:00:00.000000000,,,-1.299988,1.88032556,,2.96,,,,,,,,2.123,,,,1959Q2
AT,1959-05,1959-05-16 00:00:00.000000000,,,-1.900052,1.8810175238095237,,,,,,,,,,,,,,1959Q2
AT,1959-06,1959-06-15 12:00:00.000000000,,,0.700009,1.8801669583333334,,,,,,,,,,,,,,1959Q2
AT,1959-07,1959-07-16 00:00:00.000000000,,,2.000006,1.8762083846153847,,3.075,,,,,,,,2.206,,,,1959Q3
AT,1959-08,1959-08-16 00:00:00.000000000,,,2.199974,1.87496544,,,,,,,,,,,,,,1959Q3
AT,1959-09,1959-09-15 12:00:00.000000000,,,2.899968,1.8751186000000002,,,,,,,,,,,,,,1959Q3
AT,1959-10,1959-10-16 00:00:00.000000000,,,2.799979,1.8769912307692307,,3.189,,,,,,,,2.288,,,,1959Q4
AT,1959-11,1959-11-15 12:00:00.000000000,,,3.499996,1.8821903478260869,,,,,,,,,,,,,,1959Q4
AT,1959-12,1959-12-16 00:00:00.000000000,,,3.300038,1.88594125,,,,,,,,,,,,,,1959Q4
AT,1960-01,1960-01-16 00:00:00.000000000,,,2.899964,1.8889231666666666,,3.314,,,,,,,,2.378,,,,1960Q1
AT,1960-02,1960-02-15 00:00:00.000000000,,,2.900032,1.8894230833333332,,,,,,,,,,,,,,1960Q1
AT,1960-03,1960-03-16 00:00:00.000000000,,,3.099993,1.8893681923076924,,,,,,,,,,,,,,1960Q1
AT,1960-04,1960-04-15 12:00:00.000000000,,,2.900043,1.8914250434782607,,3.526,,,,,,,,2.529,,,,1960Q2
AT,1960-05,1960-05-16 00:00:00.000000000,,,2.999968,1.8923257083333336,,,,,,,,,,,,,,1960Q2
AT,1960-06,1960-06-15 12:00:00.000000000,,,1.099965,1.8876511904761906,,,,,,,,,,,,,,1960Q2
AT,1960-07,1960-07-16 00:00:00.000000000,,,1.800004,1.8820966799999999,,3.698,,,,,,,,2.653,,,,1960Q3
AT,1960-08,1960-08-16 00:00:00.000000000,,,2.200025,1.876288423076923,,,,,,,,,,,,,,1960Q3
AT,1960-09,1960-09-15 12:00:00.000000000,,,1.400019,1.8771668,,,,,,,,,,,,,,1960Q3
AT,1960-10,1960-10-15 12:45:00.000000000,,,1.100003,1.883767846153846,30.0,3.809,,,,,,,,12.116,,,,1960Q4
AT,1960-11,1960-11-15 12:00:00.000000000,,,0.399985,1.8891277916666667,,,,,,,,,,,,,,1960Q4
AT,1960-12,1960-12-16 00:00:00.000000000,,,0.799943,1.8893925833333334,,,,,,,,,,,,,,1960Q4
AT,1961-01,1961-01-15 12:45:00.000000000,,,2.099975,1.89138148,30.3,3.99,,,,,,,,12.331,,,,1961Q1
AT,1961-02,1961-02-14 12:00:00.000000000,,,2.399995,1.8932543478260868,,,,,,,,,,,,,,1961Q1
AT,1961-03,1961-03-16 00:00:00.000000000,,,2.300074,1.8932855416666667,,,,,,,,,,,,,,1961Q1
AT,1961-04,1961-04-15 00:46:27.096774208,,,2.399957,1.8945732105263158,31.1,4.183,,,,,,,,12.650500000000001,,,,1961Q2
AT,1961-05,1961-05-16 00:00:00.000000000,,,2.200086,1.89400795,,,,,,,,,,,,,,1961Q2
AT,1961-06,1961-06-15 12:00:00.000000000,,,3.699969,1.8884865714285712,,,,,,,,,,,,,,1961Q2
AT,1961-07,1961-07-15 12:45:00.000000000,,,3.600021,1.87666,31.3,4.306,,,,,,,,12.7945,,,,1961Q3
AT,1961-08,1961-08-16 00:00:00.000000000,,,3.799988,1.8749705217391304,,,,,,,,,,,,,,1961Q3
AT,1961-09,1961-09-15 12:00:00.000000000,,,4.399991,1.8752511904761904,,,,,,,,,,,,,,1961Q3
AT,1961-10,1961-10-15 12:45:00.000000000,,,4.800029,1.876984272727273,31.5,4.429,,,,,,,,12.8885,,,,1961Q4
AT,1961-11,1961-11-15 12:00:00.000000000,,,5.400087,1.876823238095238,,,,,,,,,,,,,,1961Q4
AT,1961-12,1961-12-16 00:00:00.000000000,,,5.300041,1.876339947368421,,,,,,,,,,,,,,1961Q4
AT,1962-01,1962-01-15 12:45:00.000000000,,,4.900068,1.8777093636363638,32.0,4.568,,,,,,,,13.1385,,,,1962Q1
AT,1962-02,1962-02-14 12:00:00.000000000,,,4.499976,1.87746215,,,,,,,,,,,,,,1962Q1
AT,1962-03,1962-03-16 00:00:00.000000000,,,4.999948,1.8764073181818182,,,,,,,,,,,,,,1962Q1
AT,1962-04,1962-04-15 00:46:27.096774208,,,6.000035,1.875756105263158,32.3,4.71,,,,,,,,13.2895,,,,1962Q2
AT,1962-05,1962-05-16 00:00:00.000000000,,,6.499945,1.8753679523809526,,,,,,,,,,,,,,1962Q2
AT,1962-06,1962-06-15 12:00:00.000000000,,,6.30005,1.8748237368421052,,,,,,,,,,,,,,1962Q2
AT,1962-07,1962-07-15 12:45:00.000000000,,,4.599977,1.8748237727272725,32.3,4.776,,,,,,,,13.312999999999999,,,,1962Q3
AT,1962-08,1962-08-16 00:00:00.000000000,,,3.299946,1.874979347826087,,,,,,,,,,,,,,1962Q3
AT,1962-09,1962-09-15 12:00:00.000000000,,,3.899994,1.8751498000000002,,,,,,,,,,,,,,1962Q3
AT,1962-10,1962-10-15 12:45:00.000000000,,,3.199989,1.8756320000000002,32.5,4.862,,,,,,,,13.394,,,,1962Q4
AT,1962-11,1962-11-15 12:00:00.000000000,,,2.199917,1.8775726190476192,,,,,,,,,,,,,,1962Q4
AT,1962-12,1962-12-16 00:00:00.000000000,,,2.300007,1.8763361578947368,,,,,,,,,,,,,,1962Q4
AT,1963-01,1963-01-15 12:45:00.000000000,,,2.499961,1.8770222272727273,33.1,5.006,,,,,,,,13.695500000000001,,,,1963Q1
AT,1963-02,1963-02-14 12:00:00.000000000,,,3.700071,1.87720415,,,,,,,,,,,,,,1963Q1
AT,1963-03,1963-03-16 00:00:00.000000000,,,3.399994,1.8771737619047617,,,,,,,,,,,,,,1963Q1
AT,1963-04,1963-04-15 00:46:27.096774208,,,2.199994,1.877476238095238,33.6,5.172,,,,,,,,13.905000000000001,,,,1963Q2
AT,1963-05,1963-05-16 00:00:00.000000000,,,1.699987,1.8773581904761907,,,,,,,,,,,,,,1963Q2
AT,1963-06,1963-06-15 12:00:00.000000000,,,1.39997,1.8752486470588234,,,,,,,,,,,,,,1963Q2
AT,1963-07,1963-07-15 12:45:00.000000000,,,1.799986,1.8749972916666666,33.4,5.248,,,,,,,,13.8325,,,,1963Q3
AT,1963-08,1963-08-16 00:00:00.000000000,,,1.900036,1.8750323636363637,,,,,,,,,,,,,,1963Q3
AT,1963-09,1963-09-15 12:00:00.000000000,,,2.900004,1.8754135714285713,,,,,,,,,,,,,,1963Q3
AT,1963-10,1963-10-15 12:45:00.000000000,,,2.900028,1.877437625,33.6,5.422,,,,,,,,13.995000000000001,,,,1963Q4
AT,1963-11,1963-11-15 12:00:00.000000000,,,4.200045,1.8791684499999999,,,,,,,,,,,,,,1963Q4
AT,1963-12,1963-12-16 00:00:00.000000000,,,4.199997,1.87716025,,,,,,,,,,,,,,1963Q4
AT,1964-01,1964-01-15 12:45:00.000000000,,,4.300056,1.876958,33.6,5.577,,,,,,,,14.05,,,,1964Q1
AT,1964-02,1964-02-15 00:00:00.000000000,,,3.299944,1.8779083499999998,,,,,,,,,,,,,,1964Q1
AT,1964-03,1964-03-16 00:00:00.000000000,,,2.900047,1.8778645,,,,,,,,,,,,,0.0,1964Q1
AT,1964-04,1964-04-15 00:46:27.096774208,,,3.100014,1.8774824347826087,34.3,5.811,,,,,,,,14.384500000000001,,,0.0,1964Q2
AT,1964-05,1964-05-16 00:00:00.000000000,,,3.50005,1.8771061176470587,,,,,,,,,,,,,0.0,1964Q2
AT,1964-06,1964-06-15 12:00:00.000000000,,,3.400071,1.8769861428571428,,,,,,,,,,,,,0.0,1964Q2
AT,1964-07,1964-07-15 12:45:00.000000000,,,5.400028,1.87578625,34.8,6.025,,,,,,,,14.610999999999999,,,0.0,1964Q3
AT,1964-08,1964-08-16 00:00:00.000000000,,,5.200017,1.8752105238095238,,,,,,,,,,,,,0.0,1964Q3
AT,1964-09,1964-09-15 12:00:00.000000000,,,3.899961,1.8762890909090908,,,,,,,,,,,,,0.0,1964Q3
AT,1964-10,1964-10-15 12:45:00.000000000,,,4.299954,1.8772362608695652,35.7,6.321,,,,,,,,15.0675,,,0.0,1964Q4
AT,1964-11,1964-11-15 12:00:00.000000000,,,3.700006,1.8773664,,,,,,,,,,,,,0.0,1964Q4
AT,1964-12,1964-12-16 00:00:00.000000000,,,3.49996,1.876843409090909,,,,,,,,,,,,,0.0,1964Q4
AT,1965-01,1965-01-15 12:45:00.000000000,,,2.899898,1.8774913500000001,36.6,6.573,,,,,,,,15.5075,,,0.0,1965Q1
AT,1965-02,1965-02-14 12:00:00.000000000,,,2.399989,1.8778254,,,,,,,,,,,,,0.0,1965Q1
AT,1965-03,1965-03-16 00:00:00.000000000,,,3.099965,1.8773192173913045,,,,,,,,,,,,,0.0,1965Q1
AT,1965-04,1965-04-15 00:46:27.096774208,,,3.400011,1.8771510000000002,37.5,6.883,,,,,,,,15.9185,,,0.0,1965Q2
AT,1965-05,1965-05-16 00:00:00.000000000,,,5.099987,1.87703505,,,,,,,,,,,,,0.0,1965Q2
AT,1965-06,1965-06-15 12:00:00.000000000,,,8.799966,1.87571675,,,,,,,,,,,,,0.0,1965Q2
AT,1965-07,1965-07-15 12:45:00.000000000,,,5.699991,1.8750969130434783,37.6,7.077,,,,,,,,16.0385,,,0.0,1965Q3
AT,1965-08,1965-08-16 00:00:00.000000000,,,6.000018,1.8750576363636364,,,,,,,,,,,,,0.0,1965Q3
AT,1965-09,1965-09-15 12:00:00.000000000,,,5.500024,1.8756245,,,,,,,,,,,,,0.0,1965Q3
AT,1965-10,1965-10-15 12:45:00.000000000,,,4.800001,1.8768625454545456,38.9,7.473,,,,,,,,16.630499999999998,,,0.0,1965Q4
AT,1965-11,1965-11-15 12:00:00.000000000,,,5.29994,1.8772379523809524,,,,,,,,,,,,,0.0,1965Q4
AT,1965-12,1965-12-16 00:00:00.000000000,,,6.000045,1.8779437826086955,,,,,,,,,,,,,0.0,1965Q4
AT,1966-01,1966-01-15 12:45:00.000000000,,,5.00006,1.8785868571428572,39.4,7.786,,,,,,,,16.8925,,,0.0,1966Q1
AT,1966-02,1966-02-14 12:00:00.000000000,,,4.599996,1.87876255,,,,,,,,,,,,,0.0,1966Q1
AT,1966-03,1966-03-16 00:00:00.000000000,,,4.099994,1.877979652173913,,,,,,,,,,,,,0.0,1966Q1
AT,1966-04,1966-04-15 00:46:27.096774192,,,4.399978,1.8777905499999998,40.2,8.115,,,,,,,,17.3605,,,0.0,1966Q2
AT,1966-05,1966-05-16 00:00:00.000000000,,,1.700027,1.8775516499999998,,,,,,,,,,,,,0.0,1966Q2
AT,1966-06,1966-06-15 12:00:00.000000000,,,-1.099991,1.8768540000000002,,,,,,,,,,,,,0.0,1966Q2
AT,1966-07,1966-07-15 12:45:00.000000000,,,-0.099996,1.8752478181818182,40.7,8.359,,,,,,,,17.598,,,0.0,1966Q3
AT,1966-08,1966-08-16 00:00:00.000000000,,,0.599949,1.875398043478261,,,,,,,,,,,,,0.0,1966Q3
AT,1966-09,1966-09-15 12:00:00.000000000,,,1.299994,1.8756150454545455,,,,,,,,,,,,,0.0,1966Q3
AT,1966-10,1966-10-15 12:45:00.000000000,,,2.300019,1.8770578095238095,41.4,8.671,,,,,,,,17.96,,,0.0,1966Q4
AT,1966-11,1966-11-15 12:00:00.000000000,,,2.400056,1.8790512380952382,,,,,,,,,,,,,0.0,1966Q4
AT,1966-12,1966-12-16 00:00:00.000000000,,,1.89997,1.8797182380952382,,,,,,,,,,,,,0.0,1966Q4
AT,1967-01,1967-01-15 12:45:00.000000000,,,4.133061,1.8798234545454546,42.0,8.919,,,,,,,,18.249000000000002,,,0.0,1967Q1
AT,1967-02,1967-02-14 12:00:00.000000000,,,4.347857,1.8789784,,,,,,,,,,,,,0.0,1967Q1
AT,1967-03,1967-03-16 00:00:00.000000000,,,4.149804,1.8778941904761903,,,,,,,,,,,,,0.0,1967Q1
AT,1967-04,1967-04-15 00:46:27.096774192,,,3.935448,1.8778952,42.4,9.176,,,,,,,,18.4915,,,0.0,1967Q2
AT,1967-05,1967-05-16 00:00:00.000000000,,,4.545339,1.8772996315789472,,,,,,,,,,,,,0.0,1967Q2
AT,1967-06,1967-06-15 12:00:00.000000000,,,3.610793,1.8768692272727272,,,,,,,,,,,,,0.0,1967Q2
AT,1967-07,1967-07-15 12:45:00.000000000,,,4.31298,1.8753475238095239,42.4,9.285,,,,,,,,18.53,,,0.0,1967Q3
AT,1967-08,1967-08-16 00:00:00.000000000,,,3.681592,1.8754533478260869,,,,,,,,,,,,,0.0,1967Q3
AT,1967-09,1967-09-15 12:00:00.000000000,,,4.170906,1.8761136666666667,,,,,,,,,,,,,0.0,1967Q3
AT,1967-10,1967-10-15 12:45:00.000000000,,,3.853801,1.8779250454545455,42.4,9.455,,,,,,,,18.641,,,0.0,1967Q4
AT,1967-11,1967-11-15 12:00:00.000000000,,,3.343107,1.8795160476190476,,,,,,,,,,,,,0.0,1967Q4
AT,1967-12,1967-12-16 00:00:00.000000000,,,3.641729,1.8769733157894735,,,,,,,,,,,,,0.0,1967Q4
AT,1968-01,1968-01-15 12:45:00.000000000,,,2.032904,1.8805535909090911,42.2,9.561,,,,,,,,18.579,,,0.0,1968Q1
AT,1968-02,1968-02-15 00:00:00.000000000,,,2.422493,1.8797553809523808,,,,,,,,,,,,,0.0,1968Q1
AT,1968-03,1968-03-16 00:00:00.000000000,,,3.109816,1.879913,,,,,,,,,,,,,0.0,1968Q1
AT,1968-04,1968-04-15 00:46:27.096774192,,,3.00969,1.8779890476190477,42.8,9.849,,,,,,,,18.8825,,,0.0,1968Q2
