const,fx,policyRate,bankCreditPnfs_yoy_L2,cpi_yoy_L1
0.0,0.0017229401735737193,-5.965428157993191e-05,-0.012162629300351465,0.024078373419226258
0.0,0.0014590397226389661,0.0007849736711265178,-0.008780352002921495,0.030504541112314355
0.0,0.0011038931137239644,0.001614425252700968,-0.00900743171966265,0.0325061007854205
0.0,0.00064879996626859,0.002507067302398324,-0.012897558248251681,0.038748658823383644
0.0,0.0008377654494916081,0.002507067302398324,-0.018573278219805357,0.03832686405167771
0.0,0.0010781553590468273,0.002507067302398324,-0.018407048242622893,0.03775591119310407
0.0,0.000796767904611581,0.002507067302398324,-0.009926918477095481,0.04119664842295752
0.0,0.0009305257663356418,0.002507067302398324,-0.006234608424285929,0.03881998291630296
0.0,0.0008369497831661226,0.002145201636460406,0.0019339833840590652,0.036872036214885405
0.0,0.0005726590232788371,0.0013260803981595536,0.00394245797781721,0.035218180880928165
0.0,0.000595653027412002,0.0006665244094509182,-0.004057690331363929,0.028857770226849423
0.0,0.0008403212429234568,0.00013390177229383814,-0.00125325179488123,0.03090218197414221
0.0,0.0009207263870156103,-0.00040889672661303874,-0.0008606691687264539,0.03038303987427424
0.0,0.0008869663236087069,-0.00040889672661303874,0.0038185484664323955,0.025316462637622918
0.0,0.0008639189261025309,-0.00040889672661303874,0.005778778534708438,0.022843451577870398
0.0,0.0008343468825024777,-0.00040889672661303874,0.004981482984572702,0.016966660931069206
0.0,0.0006704112151918678,-0.00040889672661303874,0.0035906177083837674,0.010483030307222784
0.0,0.000648807391845303,-0.00040889672661303874,-0.0056692230976346444,0.010550988959730782
0.0,0.0006067160212957058,-0.00040889672661303874,-0.006741533892136518,0.011902036501037874
0.0,0.0005374962950008238,-0.00040889672661303874,-0.004855806795467629,0.010747595500490864
0.0,0.0004204561711766017,-0.0004804283117403018,-0.006466168477110131,0.012478140644132139
0.0,0.0002239812037647969,-0.0008254630164718048,-0.004293556393480384,0.008958066757734206
0.0,0.0002255411111905264,-0.0008254630164718048,-0.007476953231839403,0.004963169496729135
0.0,0.00013416031994906497,-0.0008254630164718048,-0.009897609412016272,0.0042084416574072175
0.0,-4.0283385208456455e-05,-0.0008254630164718048,-0.007818131384326802,0.0013940462806011544
0.0,-6.882378828096474e-05,-5.245340642460984e-05,-0.011730037353529194,0.00035805863383070994
0.0,-1.4944156691984188e-05,0.0009725731122042973,-0.011147023149684066,0.0037476709607821425
0.0,-0.00011946091149791336,0.0016150263584583395,-0.009012831532521989,0.006404145992684624
0.0,-0.0001868797399990995,0.002204110000682858,-0.011862886352757191,0.016956549877849027
0.0,-0.00017917609273328193,0.0029406362979656105,-0.011268583345286865,0.023146365768198906
0.0,-0.00011221312061589872,0.0042838500489387745,-0.007955938822343295,0.02337730602132634
0.0,-0.00017650116300602895,0.0045351981277713055,-0.002172874343333811,0.028425188367443812
0.0,-9.569212240089821e-06,0.004173332461833388,-0.005955585307608536,0.023193342798531722
0.0,0.00023746945487715588,0.004173332461833388,-0.00031260172519515417,0.021456656053517268
0.0,0.00047533157603270044,0.004173332461833388,0.003625502852421947,0.027729797694906945
0.0,0.0006956271988861079,0.004173332461833388,0.00039997971954284806,0.02772086356369832
0.0,0.0004551570418962362,0.004173332461833388,0.011909319898207352,0.03393082626367
0.0,0.0005858610191473286,0.004173332461833388,0.009391088557253891,0.03968052733898543
0.0,0.0006316376878598333,0.004173332461833388,0.0062020671718456995,0.030865685933572837
0.0,0.000761885335021934,0.003861959679514714,0.007466203611557199,0.02281573580109786
0.0,0.0007914800797880758,0.002448158938175872,0.0027174174614089234,0.022837814137803975
0.0,0.0006678820573482511,0.0015450997876729254,0.005130049630990862,0.018848254766478525
0.0,0.0007737629289050048,0.0008408021429632594,0.003822414061272323,0.013719136974479426
0.0,0.0009714170222135426,0.0009375801699001442,0.001976254448647158,0.009083715868343518
