const,fx,bankCreditPnfs_yoy_L2
0.0,-0.05559137471456779,-0.018824723468533193
0.0,-0.05423203277798166,-0.01873504789051367
0.0,-0.03634750822988281,-0.017078958604251966
0.0,0.02414157360806712,-0.04499178761407165
0.0,0.04239157907053595,-0.046292236588433296
0.0,-0.010472547498684434,-0.005622360425495572
0.0,0.04406634665596357,-0.023846380254544785
0.0,0.053405271547126175,0.007125669160741381
0.0,0.10032291795680066,0.0008860010901480564
0.0,0.07785257249153801,0.016667397326473293
0.0,0.08322877177619376,0.0032478272743173874
0.0,0.11364967450401309,0.018668256683358777
0.0,0.08159501660375099,0.03303165191922744
0.0,0.12171161743797711,0.011130136240062712
0.0,0.1248271241882685,0.015452257556735276
0.0,0.10463728903127048,0.011491077447826683
0.0,0.07782609425430564,0.011966979943481419
0.0,0.06153192003832373,0.002565575980297581
0.0,0.06159024417524051,-0.006747522987043339
0.0,0.04457856513046863,-0.011472729145643824
0.0,-0.004694368065993331,-0.004645410042703588
0.0,-0.018153157031720185,-0.011001301356282056
0.0,-0.020560956352182982,-0.017254670305810578
0.0,-0.019114952142517724,-0.014567961556022056
0.0,-0.0192290974876596,-0.016384832383628235
0.0,-0.00703871629340938,-0.019898392287723256
0.0,-0.013689743109680422,-0.017038987083487882
0.0,-0.01670024821009065,-0.00817362303030677
0.0,-0.025006686419455946,-0.01246583098105475
0.0,-0.021440792164576124,-0.010438797111455643
0.0,-0.013065647192015604,-0.007521262287009449
0.0,-0.017599808668674086,0.015682726373725017
0.0,-0.005479818394742324,0.003313913320616848
0.0,0.007488016861352662,0.016882719694804108
0.0,0.03997262616361695,0.0070262710955648795
0.0,0.06630775418172562,0.00805324594686681
0.0,0.03418385553170083,0.009248656655145168
0.0,0.06946986337687122,0.0029125218497028983
0.0,0.06373462504514464,0.010382208120445284
0.0,0.0625339414350674,0.010399272640661365
0.0,0.07669813437718404,-0.0011034215048312036
0.0,0.06951923037289816,0.00572970708604771
0.0,0.0675561312076752,0.003819939757559041
0.0,0.05469072828043863,-0.00043987174531139316
0.0,0.021696429547046137,-0.003594302212623006
0.0,0.005352043278362544,-0.0016487205610428645
0.0,-0.009878858898046019,0.002303289444753318
0.0,-0.026190040841938753,0.002634547848774673
0.0,-0.031203203781224147,0.0023155338339893206
0.0,-0.04230534040605562,0.005788259395030764
0.0,-0.04358765908971691,0.007617858085795888
0.0,-0.0398576244216747,0.005040947340548882
0.0,0.03762470371373638,-0.01470377418821954
0.0,0.0348112558477078,-0.01467880342839635
0.0,0.004203606718001538,-0.017531827734583203
0.0,-0.00687724308723773,-0.013216484200147533
0.0,-0.006655320766021759,-0.0006798545369019848
0.0,0.006684349025217671,-0.0012135830607621755
0.0,-0.0003250232192840485,0.009071858851766592
0.0,0.008539758473980329,0.003668754458449257
0.0,0.011393198458135885,0.018966366044023745
0.0,0.0071966605242596415,0.02534038115869407
0.0,0.015239042901939684,0.013037456577822014
0.0,0.004070018155634898,0.02199581981218216
0.0,0.00012852733922045446,0.025308955640757632
0.0,0.012212401533270167,0.013726930467346393
0.0,0.0038501293955232542,0.017074546289677528
0.0,0.0004356718820599781,0.015458388998504234
0.0,-0.009675581352348672,0.006783426301390136
0.0,-0.005588201966857014,0.0056608818461063495
0.0,-0.00480628898505529,-0.0037438093869968723
0.0,-0.006140318217803724,-0.007570336096032406
0.0,-0.017923461021637194,-0.004272497287420265
0.0,-0.009495378533702024,-0.00408171977602251
0.0,-0.0033221278985365644,0.0003563506078535283
0.0,-0.01859813332586782,0.011078824986489053
0.0,-0.006100098824099405,-0.010139645154431491
