const,fx,policyRate
0.0,-0.048505267822183666,-0.0036967550529516304
0.0,-0.061928796352294736,-0.0016486915238783694
0.0,-0.04930079495155951,-0.0063901760676526465
0.0,0.017526970693143084,-0.022777376117010136
0.0,0.045174329793953805,-0.0344084358253167
0.0,0.006387184109189548,-0.005954456097388174
0.0,0.05867872843751684,-0.02340611483930843
0.0,0.06180528305121698,-0.020669112233736086
0.0,0.07741248411912238,-0.013672026433923748
0.0,0.06896374782634666,0.025725864564301447
0.0,0.0712441406986909,0.019318406273960136
0.0,0.0985901930759428,0.007299692218948621
0.0,0.10614047252951422,0.027121403160563204
0.0,0.1223678562117857,0.026751762033964042
0.0,0.12364949792390689,0.02762237605493283
0.0,0.10911202672636136,0.021683291245426516
0.0,0.07630553263938054,0.013464836998900864
0.0,0.06362198526388965,0.014728701288404408
0.0,0.05878970624413341,0.0063723429114907046
0.0,0.03894748526334297,0.0038017461149138397
0.0,-0.000714044296182692,-0.007598409574420657
0.0,-0.013185789135459345,-0.02578905165544711
0.0,-0.014935585526109208,-0.027227922594174742
0.0,-0.013752041157567873,-0.02629051405005157
0.0,-0.01358031715033576,-0.024823569322179537
0.0,-0.008659000226471108,-0.008245473603601568
0.0,-0.01547155405394733,-0.001292319739877712
0.0,-0.017388372719869948,-0.0008906809223117307
0.0,-0.02470587922784034,-0.007969458758598193
0.0,-0.018271255237341393,-0.007369749133649748
0.0,-0.013731215888401493,-0.002440824524965137
0.0,-0.013321139808103908,-0.000296484885038808
0.0,0.0013674704093136825,0.013465708311705384
0.0,0.012895368864119518,0.02214140542288078
0.0,0.04105180288635893,0.016724222854245453
0.0,0.0623984303791076,-0.002023923534725327
0.0,0.03454319600685267,0.025242726638971362
0.0,0.058914552660426125,0.011539210621558596
0.0,0.05248637619370129,0.0035008624850888736
0.0,0.07857878385519143,-0.009363190809672232
0.0,0.07234193443029653,-0.013387024155526887
0.0,0.06372118651168421,0.0022717110364465043
0.0,0.08005948387610261,-0.004031751973961946
0.0,0.06637270575098228,-0.017603155275864993
0.0,0.032860602519940586,-0.013320857298385818
0.0,0.008469649646722246,-0.006594586924475152
0.0,-0.001133394280623179,-0.006472879260254558
0.0,-0.04317864221724449,0.00917235484434059
0.0,-0.04635064831963973,0.012298263263364789
0.0,-0.048599429331079594,0.010469979221816174
0.0,-0.048312673615000676,0.010825640209659468
0.0,-0.04985803364630556,0.004152594762272202
0.0,0.04101215442555258,-0.03465832687477814
0.0,0.03370501721947221,-0.01137123956810683
0.0,0.0014734429799136705,-0.010040728878811933
0.0,-0.00727561873558443,-0.0015275882047717459
0.0,-0.005348282769264187,0.002939991550229024
0.0,0.006048764144652523,0.012481712535663974
0.0,0.0028471726828138344,0.017841908885166048
0.0,0.009388300517457537,0.01821424738591304
0.0,0.010141280473617372,0.015320612402865664
0.0,0.00804238792770775,0.004466038317477796
0.0,0.014295962829783094,0.008266518790624105
0.0,0.008493366748734844,0.021448580566502642
0.0,0.005063207992643584,0.02294577006949112
0.0,0.00429157794744242,0.018946398984116968
