const,fx,policyRate
0.0,-0.05040450151694829,-0.002054210140085351
0.0,-0.06300057615358506,-0.0008235355034488841
0.0,-0.05196098642813366,-0.0035069752288999596
0.0,0.00984901118998444,-0.014911322847017098
0.0,0.028480455750583052,-0.01997396740761586
0.0,-0.001847430889992645,0.002269035899626595
0.0,0.046577203338964535,-0.012860998329331354
0.0,0.046882850259275854,-0.007995861916309271
0.0,0.06548506314308643,-0.0020129248001202376
0.0,0.06913988493446734,0.02710020340849908
0.0,0.06815612722046668,0.02298079445583303
0.0,0.0821078508708842,0.024157470805415717
0.0,0.0888160406817978,0.04319788099450165
0.0,0.10626487399890619,0.04258993101072715
0.0,0.1060366594959845,0.04497447884698191
0.0,0.09551440342694012,0.034694601582693115
0.0,0.06799677297537521,0.02159996536759164
0.0,0.05416216271278398,0.024009992296849084
0.0,0.054054060473000286,0.010096527869966173
0.0,0.038213100884387036,0.005241754125246426
0.0,-0.003789459378439168,-0.004379568945260284
0.0,-0.016479984996338237,-0.022810743327361244
0.0,-0.01829136801921211,-0.024188693637820825
0.0,-0.01680543017028109,-0.02312264815341844
0.0,-0.017320092592055802,-0.021479169064977002
0.0,-0.013280844295911563,-0.0029013840277877655
0.0,-0.017630285837570113,0.0008204741805373688
0.0,-0.020999753702472732,0.0018211753787734219
0.0,-0.028271624303119112,-0.0045190540205802465
0.0,-0.02134061513350849,-0.0036992798568575213
0.0,-0.016864797373855708,-0.00023389761651029475
0.0,-0.01569159028167484,0.0030792786246421756
0.0,-0.0005523450169449723,0.015304050026579029
0.0,0.010986671519670577,0.02334875015663005
0.0,0.04167020557448098,0.014712532768485484
0.0,0.05702526778422249,0.004583753892076958
0.0,0.035343002381405426,0.0229019192948947
0.0,0.05820136002732514,0.01160114498230773
0.0,0.047911984704285766,0.008079070305347316
0.0,0.06855312134865997,0.0005386836609730804
0.0,0.061127105244903904,-0.0024770669019376734
0.0,0.05712868114263529,0.008770907200331022
0.0,0.06857458791373823,0.0066661837625616
0.0,0.052096599039634005,-0.004202144030001046
0.0,0.021063872412446026,-0.0017768174028122067
0.0,-0.000760500420653941,0.0021905887636211973
0.0,-0.010083779831789857,0.0020161348414238695
0.0,-0.044270951849801364,0.009743656859434692
0.0,-0.04599445922825687,0.011467247571223527
0.0,-0.0492526097218714,0.009913614731504613
0.0,-0.048191001869852756,0.010490240212819411
0.0,-0.0514856260667927,0.005545964409759032
0.0,0.02533894090402402,-0.02027613589439038
0.0,0.033226294945805895,-0.01122308993617223
0.0,0.003282586120244334,-0.01085686444394361
0.0,-0.008700586507329622,0.0006540081836303433
0.0,-0.0073387106819309085,0.00437238235823155
0.0,0.0009770390149259173,0.017334732661374728
0.0,-0.0016930009901841789,0.022294089333151253
0.0,0.0032700066346460117,0.02224253170832116
0.0,0.005423372793151936,0.020690748883148712
0.0,0.00331339577661994,0.009104759233014001
0.0,0.009580212347129828,0.012912575995837521
0.0,0.00400314308413669,0.02515381192549709
0.0,0.0010345378240631236,0.025972650518903958
0.0,0.00044797368049573946,0.0229304813291381
0.0,0.003242718145104794,0.017299920197862625
0.0,0.00014634370646314206,0.013166777969837588
0.0,-0.011552941897413753,0.006128746907047853
0.0,-0.004881284621544136,-0.00031141036882185834
0.0,-0.00488892507485622,-0.003483186582176525
0.0,-0.013100305290103328,-0.0017485730335960448
0.0,-0.021300656219019776,-0.0014216887713463062
0.0,-0.014096314892871822,0.008185286569172483
0.0,-0.010832474427711113,0.0034922127706784583
0.0,-0.016309904786221147,0.007389843129188571
0.0,-0.007925723506210392,0.005274811849177756
0.0,-0.009581225795537236,0.003461780805171218
0.0,-0.009256412638855677,0.0043983676484896815
0.0,-0.009464452064906887,0.012745807074540854
0.0,-0.004388702734198982,0.01920265774383291
0.0,-0.0014694414059248247,0.013895779748892154
