const,fx,bankCreditPnfs_yoy_L2
0.0,-0.055890658409934985,-0.018853438418937003
0.0,-0.0543931955503831,-0.018742964872817538
0.0,-0.036017442564898375,-0.017114789171646407
0.0,0.02411469229215072,-0.045013452844304996
0.0,0.042668481890068506,-0.04659688073490543
0.0,-0.01041554851741239,-0.0058306583152443634
0.0,0.044020156456754195,-0.023629036217407702
0.0,0.053380547181732255,0.007209282909352624
0.0,0.10049475911037006,0.0009193930915353121
0.0,0.07785607681118563,0.016505800992254082
0.0,0.08322496255657824,0.003225891341062379
0.0,0.11387393343589793,0.018588579839743033
0.0,0.0815614322996771,0.03301836577331414
0.0,0.12147940094189835,0.010901271793063643
0.0,0.12483842918387382,0.015475813293978718
0.0,0.10487650766590377,0.011437291907695908
0.0,0.07762418101963703,0.011953954280616018
0.0,0.06148729163940516,0.0025409174316700957
0.0,0.06174704476317856,-0.007049849291906867
0.0,0.04494963259103315,-0.011491636822756845
0.0,-0.005201411961461417,-0.004807520510948962
0.0,-0.01831849671794771,-0.011130552568793063
0.0,-0.02065731428871004,-0.017501608718048373
0.0,-0.01907513257856408,-0.014541034517678781
0.0,-0.019123530120887154,-0.016650373154461703
0.0,-0.006984180507261044,-0.02019735525465876
0.0,-0.013551758387602603,-0.017161070174606722
0.0,-0.016958119994924345,-0.008164181050451589
0.0,-0.024960877621579128,-0.012502704419548536
0.0,-0.021441376451275574,-0.010396486914778506
0.0,-0.013328099953305354,-0.007355816652398062
0.0,-0.017885839951723027,0.015800470003669034
0.0,-0.005496708140963164,0.003112116284391959
0.0,0.00740173744781714,0.01704622954557635
0.0,0.039869648975545714,0.007024612435434392
0.0,0.06632652972297365,0.008252874392910598
0.0,0.03412174085551669,0.009536307030139142
0.0,0.06962094212572993,0.0029224926571623654
0.0,0.06390371803241578,0.010428457812395209
0.0,0.06264389889969607,0.01041267099450124
0.0,0.07638961271793959,-0.0009289367454584863
0.0,0.06934799606286106,0.0056885943556153505
0.0,0.06729385785158229,0.0037338204489242343
0.0,0.054473843585728904,-0.0006124072020793392
0.0,0.02180593394834432,-0.0035077724684015265
0.0,0.005304695613194781,-0.0014193561270622013
0.0,-0.009790024164540228,0.0024132371994528513
0.0,-0.026113968552999724,0.002670788393352268
0.0,-0.03139024116149813,0.0025878263029699158
0.0,-0.042334811471046126,0.005956434043127956
0.0,-0.04356122088112897,0.0077125050330141675
0.0,-0.03965136854461889,0.005086873191885388
0.0,0.03780310042904603,-0.014844364004056842
0.0,0.034921703611271365,-0.014846506258836599
0.0,0.004208694604985794,-0.017264698523540574
0.0,-0.007089293253575307,-0.01344738965299257
0.0,-0.006731749141199544,-0.001079623540117609
0.0,0.006647111718029919,-0.0012947189485385023
0.0,-0.0005402748750384489,0.009410946871030319
0.0,0.00854024355961883,0.003695182895044127
0.0,0.011533448650716309,0.018999288413560862
0.0,0.006876993082696572,0.025471523329906633
0.0,0.015106354047620698,0.012989312596109812
0.0,0.004097349625317293,0.02209195782748793
0.0,-0.00017377311382006156,0.025416549478813978
0.0,0.0125117488975593,0.013606943264603615
0.0,0.003982632657298381,0.01674413832171922
0.0,0.0005382555012874945,0.015102454079733435
0.0,-0.00975070273179881,0.006744050555353169
0.0,-0.00569003910462925,0.005744175259478652
0.0,-0.004917861150042882,-0.003911088358217967
0.0,-0.0062921603935319585,-0.007860645575929083
0.0,-0.018101009647161846,-0.004353220357061218
0.0,-0.009566686946272966,-0.004358695313367206
0.0,-0.0037054449812785606,0.00022106835911472444
0.0,-0.01868549923041428,0.010880643050750222
0.0,-0.006428682178320742,-0.009944860267441982
0.0,-0.0038567854467873985,0.0055926449225808025
0.0,-0.0030873453972344576,-0.0017269172628948581
0.0,-0.0033565540665586014,0.008066948111027159
0.0,0.011194027445781103,0.010325238301811623
0.0,0.012221961052455299,0.013998817784249695
0.0,0.0050345020855093025,0.016485840600853407
0.0,0.004450478284325072,0.019091804453328223
0.0,-0.00317620768553752,0.005311430562996975
0.0,-0.006457286406730418,0.007700034616045741
0.0,-0.0028635389993905847,0.006770384439951158
0.0,-0.003949017415561684,0.011182424027738306
0.0,0.0008964087195272441,0.006687645313886606
0.0,-0.010619015243555623,0.013194217702002789
0.0,0.02698177985903385,-0.0017758144798062858
0.0,-0.0021208515741454903,0.007506199163872225
0.0,-0.019720433950533335,0.004163409650573158
0.0,-0.017855527572064604,0.005644296659884276
0.0,-0.013759580034620739,0.002587106316113932
0.0,-0.02306573590858534,0.002634136982160271
0.0,-0.011605675451864955,0.005837338195178745
0.0,-0.00951507594794748,-0.0056984982733592916
0.0,-0.010015041870192363,-0.008517006675101585
0.0,-0.028330274709987863,-0.005462070467365266
0.0,-0.03630646045696267,-0.0025892466832738137
0.0,-0.02587004900620741,-0.006333621230969584
0.0,-0.029836976263286488,-0.019324188928330842
0.0,-0.03536550288787112,-0.008672827251775744
0.0,-0.015919376838210157,-0.021534260108510353
0.0,-0.028898957168239578,-0.0051951170816937516
0.0,-0.015469512098134146,-0.014356664276892844
0.0,-0.014761985051209195,0.0030361229231129984
0.0,-0.004715382218892046,-0.0056974409064969225
0.0,-0.00887518377896413,0.002149362286818359
0.0,-0.004797355389018776,0.006693960136908572
0.0,0.0008102532786870143,0.0023587558552208066
0.0,0.02182350904055056,0.002745881672071846
0.0,0.004993011087062769,-0.007973668665290461
