const,fx,policyRate,bankCreditPnfs_yoy_L2,cpi_yoy_L1
0.0,-0.016553238107880584,0.005604273071591124,-0.05248622973379004,0.011129187024413331
0.0,-0.02166000480859293,-0.0006358000027804443,-0.04675297453639176,0.011308919935431806
0.0,-0.010882517812762648,-0.0072886444814001285,-0.042806457174830156,0.009043290056660724
0.0,0.0074402041665091005,-0.003044703627009085,-0.04480611177810929,0.01185518849294317
0.0,0.011365733507337553,-0.0028969422009314572,-0.03805281641925702,0.017046772367184236
0.0,0.0033477629249588896,-0.0014655487500385496,-0.031596228775028455,0.018683716854441413
0.0,0.016288810651419072,-0.0014525930273951665,-0.03033738097108626,0.027496915601395392
0.0,0.017892945062884788,-0.005780673657552192,-0.0034029243346696313,0.03683552185033807
0.0,0.021961383183384402,-0.004622904575771624,0.018439660400806537,0.0473983649125804
0.0,0.020429751703431753,0.007447206705991348,0.021837975942179,0.05451570790273037
0.0,0.019628002404803623,0.019508324862608124,0.009873838480756868,0.052199094839496876
0.0,0.029020089617952344,0.024452269012865655,0.020995022783262065,0.06539262584025188
0.0,0.032148492573162914,0.02559291405316546,0.021508224462811074,0.06639561949852718
0.0,0.035176708378077765,0.024061960620178142,0.02261920524872208,0.06539812967402125
0.0,0.03667939144476861,0.02214147612929827,0.022235161633818386,0.06322345137978104
0.0,0.030337119113605617,0.017790761446244436,0.019236793138861164,0.05065116688895469
0.0,0.026643545374537055,0.013778840910403937,0.015123496892176605,0.03563453741054895
0.0,0.024245135310956005,0.010497607210155203,0.0014151382989839101,0.028590473100906212
0.0,0.01992470520114885,0.0077678563677369885,-0.008523335025863174,0.0213752657113131
0.0,0.010087864215929018,0.008147507964875027,-0.0003864818283738394,0.021412275235238004
0.0,-0.0019018213883753186,0.00011470894081158471,-0.008927669061864594,0.01108301209709693
0.0,-0.005610807859496608,-0.00903617087850405,-0.000590588501526441,-0.003939038839470919
0.0,-0.0032445013893444533,-0.013003610211912386,-0.007414761210940323,-0.019376973266800872
0.0,-0.0025278299375770556,-0.010321408629991728,-0.009289930685833045,-0.017711448492262884
0.0,-0.0033833900452027283,-0.01140905271237899,-0.007460790819671356,-0.01790652916841152
0.0,-0.0013212957634304327,-0.0030262211769446616,-0.011005704154636003,-0.016352861650653895
0.0,-0.0026412189047076975,0.003916317151954745,-0.017942266493376612,-0.01319794616620212
0.0,-0.0038137254892764796,0.00195004443210814,-0.01582047702195032,-0.015045641333212673
0.0,-0.007900143092458376,-0.0014535372096433866,-0.027410812617046445,-0.0003119248265167674
0.0,-0.008275174980098826,-0.0011151054775002398,-0.028137870297155813,0.004816291342423041
0.0,-0.007082460730734465,-0.0006282023840610704,-0.01746318209226684,0.00764579246139784
0.0,-0.01551171308751839,-0.009025003766381044,0.00325360755219309,0.017320214889373946
0.0,-0.008856307073249178,0.0017012472103030086,0.0006493270835327971,0.019878280033748193
0.0,-0.0022912376691135786,0.00014462463664287922,0.010920533027585317,0.029687480592553134
0.0,0.0093651045928541,-0.004393218017424926,0.0158032676486844,0.03645527803021997
0.0,0.017793486668800294,-0.008489049165104649,0.013038870293023171,0.03951689945761485
0.0,0.008364251225350698,-0.0028877802201291015,0.017325675156367792,0.04214291275941081
0.0,0.017795080009644946,-0.006367839992801411,0.017443978360443084,0.04743902554371361
0.0,0.017721550606792966,-0.0075069820235651894,0.017474653362197796,0.043063403642241725
0.0,0.021013565214760683,-0.006198717308837124,0.016944038361042336,0.04048982765403465
0.0,0.0201651456456162,-0.0041194501123940856,0.01640954780634707,0.03894766224809731
0.0,0.01971925978217315,-0.0016131177088153773,0.017319300843227928,0.037108864337748
0.0,0.019175493783589428,0.002920362820680605,0.013807439361587657,0.025564501288476402
0.0,0.01791407505123452,0.0016268256539696561,0.010571523078273993,0.016493358470856097
0.0,0.0109029947559295,0.00968979221056036,0.008982359732779426,-0.016430697778268118
0.0,0.004275242665596925,0.007494686031713414,0.007349754107762544,-0.01909070888407121
0.0,0.0009590999119670166,0.006695436815402905,0.005337261406746568,-0.020980092546448018
0.0,-0.011079906431740186,0.0038542864282348275,0.006851066455212115,-0.019598070864038555
0.0,-0.014402616685290123,0.0024195437623276512,0.006328129599540633,-0.023452272755576806
