const,fx,policyRate
0.0,0.03239370650205483,-0.00017905029241966378
0.0,0.027432005634863026,0.0023560717124489158
0.0,0.020754748240295474,0.004845642356759865
0.0,0.012198354886724988,0.007524877036843024
0.0,0.015751172620290653,0.007524877036843024
0.0,0.0202708421338497,0.007524877036843024
0.0,0.014980360924958391,0.007524877036843024
0.0,0.01749519747093337,0.007524877036843024
0.0,0.015735836942385725,0.006438749577307629
0.0,0.010766797716121808,0.003980185106148809
0.0,0.011199117440637714,0.002000550291719175
0.0,0.01579922514328654,0.000401901604541129
0.0,0.01731095531182405,-0.0012272895847619638
0.0,0.016676218480988176,-0.0012272895847619638
0.0,0.016242894885716334,-0.0012272895847619638
0.0,0.01568689873695911,-0.0012272895847619638
0.0,0.012604676862090752,-0.0012272895847619638
0.0,0.012198494498045415,-0.0012272895847619638
0.0,0.01140711733662911,-0.0012272895847619638
0.0,0.010105688806410306,-0.0012272895847619638
0.0,0.007905169323332744,-0.0014419891988561705
0.0,0.0042111626903935115,-0.002477599102134105
0.0,0.004240491151180775,-0.002477599102134105
0.0,0.0025224033285133865,-0.002477599102134105
0.0,-0.0007573844857568533,-0.002477599102134105
0.0,-0.0012939843368494888,-0.0001574371111342547
0.0,-0.00028097123349137655,0.0029191450391762588
0.0,-0.0022460337073136197,0.004847446555197631
0.0,-0.0035136028177661645,0.006615561024208741
0.0,-0.003368763378561125,0.008826219595740559
0.0,-0.002109765011382486,0.012857829876246646
0.0,-0.0033184709250985507,0.013612242565866984
0.0,-0.00017991469321791695,0.012526115106331588
0.0,0.00446476084456127,0.012526115106331588
0.0,0.008936904369247173,0.012526115106331588
0.0,0.01307877293778764,0.012526115106331588
0.0,0.008557594659220062,0.012526115106331588
0.0,0.011015013867770417,0.012526115106331588
0.0,0.011875679834969321,0.012526115106331588
0.0,0.014324519393919774,0.011591540315568574
0.0,0.014880942356633052,0.007348065589941913
0.0,0.012557125125739076,0.0046375643369321
0.0,0.014547834919380375,0.00252363896735446
0.0,0.018264010783041365,0.002814114915834856
0.0,0.019262163845169492,0.003773948484726601
0.0,0.019881946497448,0.003773948484726601
0.0,0.020122886298250483,0.003773948484726601
0.0,0.025201869359110667,0.003773948484726601
0.0,0.028563507821004273,0.003773948484726601
0.0,0.03370848125250454,0.004152908276589911
0.0,0.029545225608394052,0.003910461870807029
0.0,0.023867664059023918,0.002134653784172015
0.0,0.017151490762235842,0.0014438262023512474
0.0,0.011120879312519033,0.0011702111392712146
0.0,0.00863966033797515,0.0008931332906181354
0.0,0.004633185077039049,0.0008982365947706754
0.0,0.002511433843894922,0.0011179879644906297
0.0,-0.0016899140770126233,0.00033753078027904483
0.0,-0.002495624482103485,-0.0008024395140630637
0.0,-0.0017393044718525276,-0.0009949088259776475
0.0,-0.004810160232365661,-0.001155302067095083
0.0,-0.005757872520566922,-0.0018524443434480345
0.0,-0.004944039172898321,-0.0017886530415412926
0.0,-0.001090661284576505,0.00024403424123656565
0.0,-0.0033437189392407918,0.0012594371220115172
0.0,-0.0014268391176431516,0.003954405528471033
0.0,0.0007318859754298846,0.00558051815472553
0.0,0.00041578764307614684,0.006748169609384573
0.0,-0.0023011928559238553,0.008254855724763324
0.0,-0.005392812672419924,0.00938487356629457
0.0,-0.005732779796224821,0.009522820612562181
0.0,-0.007826058137968023,0.009832266418902521
0.0,-0.010024645718860066,0.01039680011007964
0.0,-0.009425183542120017,0.011340254533153887
0.0,-0.004314559221176437,0.011583279664149944
0.0,-0.003930874544234276,0.012282367897389344
0.0,-0.006847558032433403,0.01276481055964809
0.0,-0.007205729245686523,0.013609291412708066
0.0,-0.007269997869994408,0.014089002003046766
0.0,-0.011022350885422052,0.014045430610774701
0.0,-0.009148447306397538,0.012060848413200381
0.0,-0.006786197375277605,0.011287921990468002
0.0,-0.0072199853124747205,0.009472808231867295
0.0,-0.00571238562428865,0.0074124754741701744
0.0,-0.005633128660497826,0.0059025057176346875
0.0,-0.004626244928851552,0.004936607437994306
0.0,-0.006175078712279735,0.0034111035594810526
0.0,-0.008555141634502527,0.0022015895462131484
0.0,-0.009088413508590458,0.0021485461121428166
0.0,-0.010699003129483917,0.0021485461121428166
0.0,-0.01273138367275533,0.0013542168208000673
0.0,-0.011868929133878008,0.0009805802114703347
0.0,-0.012088001120926008,-2.446657027183497e-05
0.0,-0.010964482186046183,-0.0013663546229186613
0.0,-0.00970039237086337,-0.0017274133917108208
0.0,-0.01019982220102387,-0.002000208195501107
0.0,-0.009437994147888016,-0.002477599102134105
0.0,-0.006278878299406815,-0.002477599102134105
0.0,-0.004914160224373112,-0.002477599102134105
0.0,-0.0026160247291702695,-0.002477599102134105
0.0,-0.0037489527455955747,-0.0018486555267287251
0.0,-0.002194290883223587,-0.0017274133917108208
0.0,-0.002720794783111696,-0.0017274133917108208
0.0,-0.003520701454960459,-0.0017274133917108208
0.0,-0.006118351053870895,-0.0019092765942376776
0.0,-0.004049977591223436,-0.002477599102134105
0.0,-0.0014310473244226079,-0.0036003260156927627
0.0,-0.0010046578840549735,-0.0037279086195062465
0.0,-0.0005883893136495111,-0.0029827746647087074
0.0,0.0019162673636726288,-0.0019991643378335405
0.0,0.004753113936095331,-0.000493689612834431
0.0,0.006393414239473021,0.0008439302217939054
0.0,0.008678081655599383,0.0018542813469431124
0.0,0.005306249376476138,0.0018984842086683892
0.0,0.00838741137200929,0.0015603903085626564
0.0,0.007290286201256161,0.0008881330835191843
0.0,0.006879122683617191,-0.0012967512246159715
0.0,0.008108696718299073,-0.0018524443434480345
0.0,0.005597284806443089,-0.0018524443434480345
0.0,0.002019908106762961,-0.0018524443434480345
0.0,0.0012844762562468622,-0.00219343784818589
0.0,-0.0021052021246337825,-0.0032703211157257208
0.0,-0.004572858671255278,-0.004059623389421304
0.0,-0.004224449023624782,-0.0049782181368783875
0.0,-0.006504227323272619,-0.0049782181368783875
0.0,-0.008542483467234949,-0.0049782181368783875
0.0,-0.007110716925600517,-0.0049782181368783875
0.0,-0.0076568732460608425,-0.0049782181368783875
0.0,-0.009913000617177144,-0.0049782181368783875
0.0,-0.010384893239275746,-0.0049782181368783875
0.0,-0.008857683496468748,-0.0049782181368783875
0.0,-0.00757978086368296,-0.0049782181368783875
0.0,-0.0065290156720821495,-0.004807721384509459
0.0,-0.007006795169917768,-0.004191941017706216
0.0,-0.00880492841231619,-0.003619463406264785
0.0,-0.009306380257281224,-0.0027554456615501367
0.0,-0.009720947434304806,-0.001801926787190574
0.0,-0.010366557462351905,-0.0011048365907925278
0.0,-0.011408353101818793,-0.0004809313524530834
0.0,-0.012082526724359428,2.301993261017742e-05
0.0,-0.01389876151551693,2.301993261017742e-05
0.0,-0.015006597217137773,2.301993261017742e-05
0.0,-0.016379496592206524,2.301993261017742e-05
0.0,-0.015180312996047891,0.0005850277459744232
0.0,-0.010587386591827994,-0.0014925067551136298
0.0,-0.010123704222059854,-0.0049782181368783875
0.0,-0.011749944226506505,-0.007121605880944916
0.0,-0.013469859065283477,-0.00747883717162267
0.0,-0.014571542287882511,-0.00747883717162267
0.0,-0.012300832298807435,-0.00747883717162267
0.0,-0.009202678921853244,-0.00747883717162267
0.0,-0.009736709329348631,-0.00747883717162267
0.0,-0.011668925297192082,-0.00747883717162267
0.0,-0.011916280765494915,-0.00747883717162267
0.0,-0.013676412668998614,-0.006942990235606039
0.0,-0.013076300105388131,-0.006316933377701083
0.0,-0.011391976772353781,-0.006695815049632036
0.0,-0.010369379880710232,-0.00747883717162267
0.0,-0.009501182681807038,-0.00747883717162267
0.0,-0.008550934595145384,-0.008028215595922551
0.0,-0.009958150822867282,-0.008103991930308741
0.0,-0.010644248743349658,-0.008103991930308741
0.0,-0.01024211822439456,-0.008461223220986495
0.0,-0.010730691005526751,-0.008729146688994811
0.0,-0.01174502310110748,-0.00905119611013612
0.0,-0.011976623885066045,-0.009354301447680883
0.0,-0.01202053965179452,-0.009407886141282545
0.0,-0.01080947902193643,-0.009659932663038516
0.0,-0.008559517854244265,-0.00985442525462974
0.0,-0.004210441363425381,-0.00985442525462974
