const,fx
0.0,-0.06588754274566615
0.0,-0.06196039441233363
0.0,-0.04875641607900008
0.0,-0.0033004960789973416
0.0,0.02724379225433772
0.0,-0.00018379607899804892
0.0,0.046924110587667975
0.0,0.07038279392099962
0.0,0.06963848558766703
0.0,0.09718659892100119
0.0,0.08792324392099958
0.0,0.10538064225433383
0.0,0.09875031225433187
0.0,0.1352573339209983
0.0,0.1457720922543335
0.0,0.10526859558766677
0.0,0.08656323725433285
0.0,0.04384371225433428
0.0,0.06155581892099912
0.0,0.052050400587666475
0.0,-0.0062823777456643
0.0,-0.032501284412328586
0.0,-0.03563480441233008
0.0,-0.030547152745661853
0.0,-0.03385642107899574
0.0,-0.014834481078997935
0.0,-0.023390686078995394
0.0,-0.03969580441233067
0.0,-0.05297102441233292
0.0,-0.04218764607899763
0.0,-0.01804737441233014
0.0,-0.0036920377456642105
0.0,-0.001531294412331443
0.0,0.017876483921003373
0.0,0.03871409725433544
0.0,0.07111965558766738
0.0,0.040712858921002355
0.0,0.0570870389210009
0.0,0.04348680725433442
0.0,0.0689712089210005
0.0,0.06457871058766652
0.0,0.07378079725433492
0.0,0.06325325558766605
0.0,0.05878049725433347
0.0,0.017163748921002784
0.0,0.0009387889210019043
0.0,-0.007305946078997666
0.0,-0.032614092745662265
0.0,-0.03544065107899634
0.0,-0.04727221274566529
0.0,-0.04042489441233099
0.0,-0.040420989412332325
0.0,0.020702053921004042
0.0,0.021561728921004296
0.0,-0.005965991078997675
0.0,-0.00798142441233102
0.0,-0.014722732745664567
0.0,0.015613153921001864
0.0,0.009966707254335336
0.0,0.02356419225433776
0.0,0.024749880587671573
0.0,0.023424948921004277
0.0,0.02704827558767178
0.0,0.020918672254337696
0.0,0.017352255587670094
0.0,0.01632553392100207
0.0,0.02395601225433781
0.0,0.018246945587669754
0.0,-0.007902957745664563
0.0,-0.00032822107899804857
0.0,-0.005030277745664202
0.0,-0.012824377745664898
0.0,-0.03104022941232799
0.0,-0.01823182274566357
0.0,-0.0077223377456644695
0.0,-0.024958502745661866
0.0,0.0006590755876685778
0.0,0.0005779322543352436
0.0,0.0019425772543354492
0.0,-0.0035290610789976977
0.0,0.031634338921005395
0.0,0.015516838921002283
0.0,0.017256025587669376
0.0,0.016469402254335682
0.0,0.015143852254335132
0.0,0.010022090587668805
0.0,-0.011797437745664668
0.0,-0.00430295607899772
0.0,0.01760384058766975
0.0,-0.0030257594123312016
0.0,0.032354623921004355
0.0,0.01920546058767046
0.0,-0.035811029412330206
0.0,-0.013726884412331128
0.0,-0.022247154412328975
0.0,-0.022057581078995765
0.0,-0.014270024412331408
0.0,-0.015063287745664733
0.0,-0.0016390910789980165
0.0,-0.035439437745663195
0.0,-0.04870869941233195
0.0,-0.04365019441233151
0.0,-0.04623215941233267
0.0,-0.05940202274566647
0.0,-0.035643352745664054
0.0,-0.04075517107899801
0.0,-0.022645421078996003
0.0,-0.013918882745664439
0.0,-0.028089374412328432
0.0,-0.011715639412331565
0.0,-0.0033480744123309323
0.0,0.004717633921002447
0.0,0.008373993921002272
0.0,0.006847702254335703
0.0,0.02407519892100454
0.0,0.009112563921002237
0.0,0.0075414089210022826
0.0,0.0014309939210019023
0.0,0.002623565587668959
0.0,-0.003970689412330955
0.0,0.01161645225433526
0.0,-0.0026719710789977957
0.0,0.013015228921001987
0.0,-0.006553176078997705
0.0,0.008719353921002088
0.0,0.00828095058766886
0.0,0.012428328921002
0.0,0.010739342254335331
0.0,0.0006865239210018965
0.0,0.0004711072543352585
0.0,-0.008333054412331052
0.0,-0.002344374412331119
0.0,-0.010359059412331511
0.0,-0.020214166078996225
0.0,-0.04195575107899819
0.0,-0.03328232441232943
0.0,-0.03875421107899661
0.0,-0.055394594412334
0.0,-0.04533152607899772
0.0,-0.06821571441233336
0.0,-0.03872847441233133
0.0,-0.08080023274566625
0.0,-0.09037933941233271
0.0,-0.08075517607899939
0.0,-0.0440725994123316
0.0,-0.02002017274566294
0.0,-0.003109491078997852
0.0,0.03199001558767133
0.0,-0.010915474412331165
0.0,0.0134757422543354
0.0,0.03692149892100256
0.0,0.016629095587669344
0.0,0.028505110587671977
0.0,0.03468662725433645
0.0,0.035795720587669735
0.0,0.04746406725433429
0.0,0.005909675587668988
0.0,-0.015312994412331063
0.0,-0.015207211078997872
0.0,-0.014485062745664733
0.0,-0.024279221078994957
0.0,-0.025263421078995537
0.0,-0.036648207745663845
0.0,-0.032513411078995066
0.0,-0.025281879412328623
0.0,-0.04395032274566566
0.0,-0.053971151079000766
0.0,-0.04971094774566498
0.0,-0.04824434607899925
0.0,-0.04345074607899778
0.0,-0.05472891274566613
0.0,-0.0654252260790002
0.0,-0.04664864607899984
