const,fx
0.0,0.10345239627124281
0.0,0.13086897674166798
0.0,0.06713202820799591
0.0,0.08105836010678713
0.0,0.054851891193541835
0.0,0.11506952022592243
0.0,0.09577921630859043
0.0,0.10019082362808485
0.0,0.12639754525261404
0.0,0.08257409746974265
