const,fx,policyRate
0.0,0.07615415034896067,0.2316670075656706
0.0,0.10019679122362302,0.283904470408479
0.0,0.051811929724662864,0.22395516896270884
0.0,0.061077936906195784,0.16174310506190315
0.0,0.042121227807510486,0.18316659783846
0.0,0.08527736101652961,0.2740168861357519
0.0,0.07141597183749715,0.25458800565334094
0.0,0.07679682445560942,0.24163290131172666
0.0,0.09465871764217093,0.22683348199431475
0.0,0.06314777288199025,0.16131434696822033
