const,cpi_yoy_L1
0.0,2.2946860335053207
0.0,2.648915254471752
0.0,1.0193638142787425
0.0,2.120310716139681
0.0,1.3105265049791264
0.0,1.918818544717988
0.0,1.4618007319561759
0.0,1.8202557230888239
0.0,1.721715069141438
0.0,0.92323660266646
