const,fx,bankCreditPnfs_yoy_L2
0.0,0.09021067487637424,0.5071297479094952
0.0,-0.14656390262070884,-0.9965994640195781
0.0,-0.30654053651595925,0.3603025998582341
0.0,-0.048791547540585345,0.5017526508052397
0.0,-0.0661813757300771,0.48926961023521853
0.0,-0.2484065016294883,-0.23360012697125443
0.0,0.2702969917954867,0.12460186835968834
0.0,-0.2752416284998649,-0.14346368556791278
0.0,0.2670141757429798,0.11553015420923485
0.0,-0.023648799716860847,0.26928304370574496
